loading word embeddings...
Loaded word embeddings from cache.
 [========--------------------------------] ...Epoch 8, Loss: 0.4725
 
 [========--------------------------------] ...Epoch 8, Loss: 0.4973
 
 [=========-------------------------------] ...Epoch 8, Loss: 0.4334
 
 [=========-------------------------------] ...Epoch 8, Loss: 0.4920
 
 [==========------------------------------] ...Epoch 8, Loss: 0.4409
 
 [==========------------------------------] ...Epoch 8, Loss: 0.5604
 
 [===========-----------------------------] ...Epoch 8, Loss: 0.4246
 
 [===========-----------------------------] ...Epoch 8, Loss: 0.4942
 
 [============----------------------------] ...Epoch 8, Loss: 0.4746
 
 [============----------------------------] ...Epoch 8, Loss: 0.4735
 
 [=============---------------------------] ...Epoch 8, Loss: 0.5082
 
 [=============---------------------------] ...Epoch 8, Loss: 0.5135
 
 [==============--------------------------] ...Epoch 8, Loss: 0.5196
 
 [==============--------------------------] ...Epoch 8, Loss: 0.4863
 
 [===============-------------------------] ...Epoch 8, Loss: 0.4926
 
 [===============-------------------------] ...Epoch 8, Loss: 0.4516
 
 [================------------------------] ...Epoch 8, Loss: 0.5540
 
 [================------------------------] ...Epoch 8, Loss: 0.4661
 
 [=================-----------------------] ...Epoch 8, Loss: 0.3949
 
 [=================-----------------------] ...Epoch 8, Loss: 0.5052
 
 [==================----------------------] ...Epoch 8, Loss: 0.4870
 
 [==================----------------------] ...Epoch 8, Loss: 0.4993
 
 [===================---------------------] ...Epoch 8, Loss: 0.4686
 
 [===================---------------------] ...Epoch 8, Loss: 0.4136
 
 [====================--------------------] ...Epoch 8, Loss: 0.4970
 
 [====================--------------------] ...Epoch 8, Loss: 0.4825
 
 [=====================-------------------] ...Epoch 8, Loss: 0.5736
 
 [======================------------------] ...Epoch 8, Loss: 0.5274
 
 [======================------------------] ...Epoch 8, Loss: 0.4782
 
 [=======================-----------------] ...Epoch 8, Loss: 0.4758
 
 [=======================-----------------] ...Epoch 8, Loss: 0.5391
 
 [========================----------------] ...Epoch 8, Loss: 0.4829
 
 [========================----------------] ...Epoch 8, Loss: 0.4602
 
 [=========================---------------] ...Epoch 8, Loss: 0.5016
 
 [=========================---------------] ...Epoch 8, Loss: 0.4828
 
 [==========================--------------] ...Epoch 8, Loss: 0.4536
 
 [==========================--------------] ...Epoch 8, Loss: 0.4538
 
 [===========================-------------] ...Epoch 8, Loss: 0.5736
 
 [===========================-------------] ...Epoch 8, Loss: 0.4338
 
 [============================------------] ...Epoch 8, Loss: 0.4923
 
 [============================------------] ...Epoch 8, Loss: 0.5026
 
 [=============================-----------] ...Epoch 8, Loss: 0.4573
 
 [=============================-----------] ...Epoch 8, Loss: 0.5132
 
 [==============================----------] ...Epoch 8, Loss: 0.4700
 
 [==============================----------] ...Epoch 8, Loss: 0.4712
 
 [===============================---------] ...Epoch 8, Loss: 0.5427
 
 [===============================---------] ...Epoch 8, Loss: 0.5684
 
 [================================--------] ...Epoch 8, Loss: 0.5157
 
 [================================--------] ...Epoch 8, Loss: 0.5560 best model!

 
 [=---------------------------------------] ...Epoch 9, Loss: 0.5226
 
 [=---------------------------------------] ...Epoch 9, Loss: 0.4858
 
 [==--------------------------------------] ...Epoch 9, Loss: 0.4212
 
 [==--------------------------------------] ...Epoch 9, Loss: 0.4241
 
 [===-------------------------------------] ...Epoch 9, Loss: 0.4650
 
 [===-------------------------------------] ...Epoch 9, Loss: 0.4859
 
 [====------------------------------------] ...Epoch 9, Loss: 0.5046
 
 [====------------------------------------] ...Epoch 9, Loss: 0.4487
 
 [=====-----------------------------------] ...Epoch 9, Loss: 0.4827
 
 [=====-----------------------------------] ...Epoch 9, Loss: 0.4509
 
 [======----------------------------------] ...Epoch 9, Loss: 0.4700
 
 [======----------------------------------] ...Epoch 9, Loss: 0.5191
 
 [=======---------------------------------] ...Epoch 9, Loss: 0.4544
 
 [=======---------------------------------] ...Epoch 9, Loss: 0.5529
 
 [========--------------------------------] ...Epoch 9, Loss: 0.4755
 
 [========--------------------------------] ...Epoch 9, Loss: 0.4894
 
 [=========-------------------------------] ...Epoch 9, Loss: 0.5227
 
 [=========-------------------------------] ...Epoch 9, Loss: 0.4715
 
 [==========------------------------------] ...Epoch 9, Loss: 0.5362
 
 [==========------------------------------] ...Epoch 9, Loss: 0.5267
 
 [===========-----------------------------] ...Epoch 9, Loss: 0.4858
 
 [===========-----------------------------] ...Epoch 9, Loss: 0.4818
 
 [============----------------------------] ...Epoch 9, Loss: 0.4987
 
 [============----------------------------] ...Epoch 9, Loss: 0.5489
 
 [=============---------------------------] ...Epoch 9, Loss: 0.5462
 
 [=============---------------------------] ...Epoch 9, Loss: 0.4817
 
 [==============--------------------------] ...Epoch 9, Loss: 0.5003
 
 [==============--------------------------] ...Epoch 9, Loss: 0.4869
 
 [===============-------------------------] ...Epoch 9, Loss: 0.5208
 
 [===============-------------------------] ...Epoch 9, Loss: 0.5241
 
 [================------------------------] ...Epoch 9, Loss: 0.4893
 
 [================------------------------] ...Epoch 9, Loss: 0.5094
 
 [=================-----------------------] ...Epoch 9, Loss: 0.4398
 
 [=================-----------------------] ...Epoch 9, Loss: 0.4093
 
 [==================----------------------] ...Epoch 9, Loss: 0.4095
 
 [==================----------------------] ...Epoch 9, Loss: 0.4864
 
 [===================---------------------] ...Epoch 9, Loss: 0.5075
 
 [===================---------------------] ...Epoch 9, Loss: 0.5482
 
 [====================--------------------] ...Epoch 9, Loss: 0.4923
 
 [====================--------------------] ...Epoch 9, Loss: 0.4501
 
 [=====================-------------------] ...Epoch 9, Loss: 0.4647
 
 [======================------------------] ...Epoch 9, Loss: 0.4351
 
 [======================------------------] ...Epoch 9, Loss: 0.4310
 
 [=======================-----------------] ...Epoch 9, Loss: 0.4197
 
 [=======================-----------------] ...Epoch 9, Loss: 0.5324
 
 [========================----------------] ...Epoch 9, Loss: 0.4433
 
 [========================----------------] ...Epoch 9, Loss: 0.4573
 
 [=========================---------------] ...Epoch 9, Loss: 0.5461
 
 [=========================---------------] ...Epoch 9, Loss: 0.4593
 
 [==========================--------------] ...Epoch 9, Loss: 0.4561
 
 [==========================--------------] ...Epoch 9, Loss: 0.4881
 
 [===========================-------------] ...Epoch 9, Loss: 0.4539
 
 [===========================-------------] ...Epoch 9, Loss: 0.4725
 
 [============================------------] ...Epoch 9, Loss: 0.4684
 
 [============================------------] ...Epoch 9, Loss: 0.4141
 
 [=============================-----------] ...Epoch 9, Loss: 0.5002
 
 [=============================-----------] ...Epoch 9, Loss: 0.4007
 
 [==============================----------] ...Epoch 9, Loss: 0.4775
 
 [==============================----------] ...Epoch 9, Loss: 0.6067
 
 [===============================---------] ...Epoch 9, Loss: 0.5311
 
 [===============================---------] ...Epoch 9, Loss: 0.4345
 
 [================================--------] ...Epoch 9, Loss: 0.4148
 
 [================================--------] ...Epoch 9, Loss: 0.4742
 
 [=---------------------------------------] ...Epoch 10, Loss: 0.4704
 
 [=---------------------------------------] ...Epoch 10, Loss: 0.3798
 
 [==--------------------------------------] ...Epoch 10, Loss: 0.4690
 
 [==--------------------------------------] ...Epoch 10, Loss: 0.4430
 
 [===-------------------------------------] ...Epoch 10, Loss: 0.4542
 
 [===-------------------------------------] ...Epoch 10, Loss: 0.3803
 
 [====------------------------------------] ...Epoch 10, Loss: 0.3666
 
 [====------------------------------------] ...Epoch 10, Loss: 0.4757
 
 [=====-----------------------------------] ...Epoch 10, Loss: 0.5086
 
 [=====-----------------------------------] ...Epoch 10, Loss: 0.4901
 
 [======----------------------------------] ...Epoch 10, Loss: 0.5126
 
 [======----------------------------------] ...Epoch 10, Loss: 0.5005
 
 [=======---------------------------------] ...Epoch 10, Loss: 0.4060
 
 [=======---------------------------------] ...Epoch 10, Loss: 0.4595
 
 [========--------------------------------] ...Epoch 10, Loss: 0.5147
 
 [========--------------------------------] ...Epoch 10, Loss: 0.4884
 
 [=========-------------------------------] ...Epoch 10, Loss: 0.4553
 
 [=========-------------------------------] ...Epoch 10, Loss: 0.5285
 
 [==========------------------------------] ...Epoch 10, Loss: 0.5022
 
 [==========------------------------------] ...Epoch 10, Loss: 0.4676
 
 [===========-----------------------------] ...Epoch 10, Loss: 0.6276
 
 [===========-----------------------------] ...Epoch 10, Loss: 0.5102
 
 [============----------------------------] ...Epoch 10, Loss: 0.4340
 
 [============----------------------------] ...Epoch 10, Loss: 0.4809
 
 [=============---------------------------] ...Epoch 10, Loss: 0.4872
 
 [=============---------------------------] ...Epoch 10, Loss: 0.4604
 
 [==============--------------------------] ...Epoch 10, Loss: 0.5270
 
 [==============--------------------------] ...Epoch 10, Loss: 0.4936
 
 [===============-------------------------] ...Epoch 10, Loss: 0.4942
 
 [===============-------------------------] ...Epoch 10, Loss: 0.4932
 
 [================------------------------] ...Epoch 10, Loss: 0.4300
 
 [================------------------------] ...Epoch 10, Loss: 0.4310
 
 [=================-----------------------] ...Epoch 10, Loss: 0.4152
 
 [=================-----------------------] ...Epoch 10, Loss: 0.4655
 
 [==================----------------------] ...Epoch 10, Loss: 0.4136
 
 [==================----------------------] ...Epoch 10, Loss: 0.5493
 
 [===================---------------------] ...Epoch 10, Loss: 0.4627
 
 [===================---------------------] ...Epoch 10, Loss: 0.4725
 
 [====================--------------------] ...Epoch 10, Loss: 0.4425
 
 [====================--------------------] ...Epoch 10, Loss: 0.4903
 
 [=====================-------------------] ...Epoch 10, Loss: 0.4776
 
 [======================------------------] ...Epoch 10, Loss: 0.4390
 
 [======================------------------] ...Epoch 10, Loss: 0.5406
 
 [=======================-----------------] ...Epoch 10, Loss: 0.4597
 
 [=======================-----------------] ...Epoch 10, Loss: 0.4055
 
 [========================----------------] ...Epoch 10, Loss: 0.4613
 
 [========================----------------] ...Epoch 10, Loss: 0.5357
 
 [=========================---------------] ...Epoch 10, Loss: 0.4454
 
 [=========================---------------] ...Epoch 10, Loss: 0.4687
 
 [==========================--------------] ...Epoch 10, Loss: 0.5739
 
 [==========================--------------] ...Epoch 10, Loss: 0.4752
 
 [===========================-------------] ...Epoch 10, Loss: 0.4912
 
 [===========================-------------] ...Epoch 10, Loss: 0.4912
 
 [============================------------] ...Epoch 10, Loss: 0.4518
 
 [============================------------] ...Epoch 10, Loss: 0.5221
 
 [=============================-----------] ...Epoch 10, Loss: 0.4371
 
 [=============================-----------] ...Epoch 10, Loss: 0.4811
 
 [==============================----------] ...Epoch 10, Loss: 0.5217
 
 [==============================----------] ...Epoch 10, Loss: 0.4886
 
 [===============================---------] ...Epoch 10, Loss: 0.5098
 
 [===============================---------] ...Epoch 10, Loss: 0.5017
 
 [================================--------] ...Epoch 10, Loss: 0.4791
 
 [================================--------] ...Epoch 10, Loss: 0.3321 best model!

 
 [=---------------------------------------] ...Epoch 11, Loss: 0.4708
